code,transcription
p525,"Subaraknoidal, icke traumatisk blödning hos foster och nyfödd"
p526,Icke traumatisk blödning i lillhjärna och i bakre fossa hos foster och nyfödd
p528,"Andra specificerade, icke traumatiska intrakraniella blödningar hos foster och nyfödd"
p529,"Intrakraniell, icke traumatisk blödning hos foster och nyfödd, ospecificerad"
p53,Blödningssjukdom hos foster och nyfödd
p539,Blödningssjukdom hos foster och nyfödd
p539a,"Vitamin K brist hos nyfödd, tidigt debuterande"
p539b,"Vitamin K brist hos nyfödd, sent debuterande"
p54,Andra blödningar hos nyfödd
p540,Hematemes hos nyfödd
p541,Melena hos nyfödd
p542,Blödning från rektum hos nyfödd
p543,Annan specificerad blödning från mag-tarmkanalen hos nyfödd
p544,Binjureblödning hos nyfödd
p545,Hudblödning hos nyfödd
p546,Blödning från vagina hos nyfödd
p548,Andra specificerade blödningar hos nyfödd
p549,Icke specificerad blödning hos nyfödd
p55,Hemolytisk sjukdom (blodkroppssönderfall) hos foster och nyfödd
p550,Rh-isoimmunisering hos foster och nyfödd
p551,AB0-isoimmunisering hos foster och nyfödd
p558,Annan specificerad hemolytisk sjukdom hos foster och nyfödd
p559,Icke specificerad hemolytisk sjukdom hos foster och nyfödd
p56,Hydrops fetalis (vattensvullnad hos foster) orsakad av hemolytisk sjukdom (blodkroppssönderfall)
p560,Hydrops fetalis orsakad av isoimmunisering
p569,Hydrops fetalis orsakad av annan och icke specificerad hemolytisk sjukdom
p57,Kärnikterus
p570,Kärnikterus orsakad av isoimmunisering
p578,Annan specificerad kärnikterus
p579,"Kärnikterus, ospecificerad"
p58,Gulsot hos nyfödd orsakad av annan höggradig hemolys (blodkroppssönderfall)
p580,Gulsot hos nyfödd orsakad av kontusion
p581,Gulsot hos nyfödd orsakad av blödning
p582,Gulsot hos nyfödd orsakad av infektion
p583,Gulsot hos nyfödd orsakad av polycytemi
p584,Gulsot hos nyfödd orsakad av läkemedel eller toxiner överförda från moder eller givna till nyfödd
p585,Gulsot hos nyfödd orsakad av nedsvalt blod från modern
p588,Gulsot hos nyfödd orsakad av annan specificerad höggradig hemolys
p589,"Gulsot hos nyfödd orsakad av höggradig hemolys, ospecificerad"
p59,Gulsot hos nyfödd av andra och icke specificerade orsaker
p590,Gulsot hos nyfödd i samband med förlossning före beräknad tid
p591,Inspissated bile syndrome
p592,Gulsot hos nyfödd vid annan och icke specificerad hepatocellulär skada
p593,Gulsot hos nyfödd på grund av bröstmjölksinhibitorer
p598,Gulsot hos nyfödd av andra specificerade orsaker
p599,Gulsot hos nyfödd av icke specificerad orsak
p60,Disseminerad intravasal koagulation [DIC] hos foster och nyfödd
p609,Disseminerad intravasal koagulation hos foster och nyfödd
p61,Andra blodsjukdomar under den perinatala perioden
p610,Övergående trombocytopeni hos nyfödd
p611,Polycytemi hos nyfödd
p612,Anemi vid underburenhet
p613,Medfödd anemi på grund av blodförlust under fostertiden
p614,Andra medfödda anemier som ej klassificeras annorstädes
p615,Övergående neutropeni hos nyfödd
p616,Andra övergående koagulationsrubbningar hos nyfödd
p618,Andra specificerade blodsjukdomar under den perinatala perioden
p619,Icke specificerad blodsjukdom under den perinatala perioden
p70,Övergående rubbningar i kolhydratomsättningen specifika för foster och nyfödd
p700,Barn till moder med graviditetsdiabetes
p701,Barn till diabetisk moder
p702,Diabetes mellitus hos nyfödd
p703,Iatrogen hypoglykemi hos nyfödd
p704,Annan hypoglykemi hos nyfödd
p704a,"Hypoglykemi (blodglukos < 2,2 mmol/l), transitorisk, 0-6 tim efter födelsen"
p704b,"Hypoglykemi (blodglukos < 2,2 mmol/l), transitorisk, > 6 tim efter födelsen"
p708,Andra övergående rubbningar i kolhydratomsättningen hos foster och nyfödd
p709,Icke specificerad övergående rubbning i kolhydratomsättningen hos foster eller nyfödd
p71,Övergående rubbningar i kalcium- och magnesiumomsättningen hos nyfödd
p710,Komjölkshypokalcemi hos nyfödd
p711,Annan hypokalcemi hos nyfödd
p712,Hypomagnesemi hos nyfödd
p713,Tetani hos nyfödd utan kalcium- eller magnesiumbrist
p714,Övergående hypoparatyreoidism hos nyfödd
p718,Andra specificerade övergående rubbningar av kalcium- och magnesiumomsättningen hos nyfödd
p719,Icke specificerad övergående rubbning i kalcium- och magnesiumomsättningen hos nyfödd
p72,Andra övergående endokrina sjukdomar hos nyfödd
p720,Struma hos nyfödd som ej klassificeras annorstädes
p721,Övergående hypertyreos hos nyfödd
p722,Andra övergående rubbningar i tyreoideafunktionen hos nyfödd som ej klassificeras annorstädes
p728,Andra specificerade övergående endokrina sjukdomar hos nyfödd
p729,Icke specificerad övergående endokrin sjukdom hos nyfödd
p74,Andra övergående elektrolytrubbningar och ämnesomsättningsrubbningar hos nyfödd
p740,Sen metabolisk acidos hos nyfödd
p741,Dehydrering hos nyfödd
p742,Rubbningar i natriumbalansen hos nyfödd
p743,Rubbningar i kaliumbalansen hos nyfödd
p744,Andra övergående elekrolytrubbningar hos nyfödd
p745,Övergående tyrosinemi hos nyfödd
p748,Andra specificerade övergående metaboliska rubbningar hos nyfödd
p749,Icke specificerad övergående metabolisk rubbning hos nyfödd
p75,Mekoniumileus (E84.1²)
p759,Mekoniumileus
p76,Annat tarmhinder hos nyfödd
p760,Mekoniumpluggsyndrom
p761,Övergående ileus hos nyfödd
p762,Tarmobstruktion orsakad av propp av intorkad mjölk
p768,Annan specificerad tarmobstruktion hos nyfödd
p769,Icke specificerad tarmobstruktion hos nyfödd
p77,Nekrotiserande enterokolit (tarminflammation med vävnadsdöd) hos foster och nyfödd
p779,Nekrotiserande enterokolit hos foster och nyfödd
p779a,"Nekrotiserande enterokolit (NEC), röntgenverifierad"
p779b,"Nekrotiserande enterokolit (NEC), sannolik men ej säkerställd"
p779x,Nekrotiserande enterokolit UNS
p78,Andra sjukdomar i matsmältningsorganen hos foster och nyfödd
p780,Tarmperforation hos foster och nyfödd
p781,Annan peritonit hos nyfödd
p782,Hematemes och melena hos nyfödd orsakad av nedsvalt blod från modern
p783,Icke infektiös diarré hos nyfödd
p788,Andra specificerade sjukdomar i matsmältningsorganen hos foster och nyfödd
p789,Icke specificerad sjukdom i matsmältningsorganen hos foster och nyfödd
p80,Undertemperatur hos nyfödd
p800,Köldskadesyndrom hos nyfödd
p808,Annan hypotermi hos nyfödd
p809,Icke specificerad hypotermi hos nyfödd
p81,Andra störningar i temperaturregleringen hos nyfödd
p810,Av yttre miljö orsakad förhöjd kroppstemperatur hos nyfödd
p818,Andra specificerade störningar i temperaturregleringen hos nyfödd
p819,Icke specificerad störning i temperaturregleringen hos nyfödd
p83,"Andra tillstånd som engagerar huden, specifika för foster och nyfödd"
p830,Sclerema neonatorum
p831,Toxiskt erytem hos nyfödd
p832,Hydrops fetalis som ej beror på hemolytisk sjukdom
p833,Annat och icke specificerat ödem specifikt för foster och nyfödd
p834,Bröstkörtelförstoring hos nyfödd
p835,Medfött hydrocele
p836,Navelpolyp hos nyfödd
p838,Andra specificerade tillstånd som engagerar huden specifika för foster och nyfödd
p838a,Bronze baby syndrome
p838b,Neonatal sklerodermi
p838c,Urticaria neonatorum
p838d,Erythema neonatorum
p838e,Transient neonatal pustulos
p838w,Andra tillstånd som engagerar huden specifika för foster och nyfödd
p839,"Icke specificerat tillstånd som engagerar huden, specifikt för foster och nyfödd"
p90,Kramper hos nyfödd
p909,Kramper hos nyfödd
p909a,Kramper med EEG/aEEG verifikation
p909b,Kramper utan EEG/aEEG verifikation
p909c,Tysta kramper (EEG/aEEG diagnos)
p91,Andra cerebrala rubbningar hos nyfödd
p910,Cerebral ischemi hos nyfödd
p911,Förvärvade periventrikulära cystor hos nyfödd
p912,Cerebral leukomalaci hos nyfödd
p913,Cerebralt retningstillstånd hos nyfödd
p914,Sänkt medvetandegrad hos nyfödd
p915,Koma hos nyfödd
p916,Hypoxisk ischemisk encefalopati hos nyfödd [HIE]
p916a,"Hypoxisk ischemisk encefalopati (HIE), lätt"
p916b,"Hypoxisk ischemisk encefalopati (HIE), måttlig"
p916c,"Hypoxisk ischemisk encefalopati (HIE), svår"
p916x,"Hypoxisk ischemisk encefalopati (HIE), UNS"
p918,Andra specificerade cerebrala rubbningar hos nyfödd
p919,Icke specificerad cerebral rubbning hos nyfödd
p92,Uppfödningsproblem hos nyfödd
p920,Nyföddhetskräkningar
p921,Regurgitation och rumination hos nyfödd
p922,Matningssvårigheter hos nyfödd
p923,Undernutrition hos nyfödd
p924,Övernutrition hos nyfödd
p925,Amningssvårigheter hos nyfödd
p928,Andra specificerade uppfödningssvårigheter hos nyfödd
p929,"Uppfödningsproblem hos nyfödd, ospecificerat"
p93,Reaktioner och förgiftningar orsakade av läkemedel som tillförts foster och nyfödd
p939,Reaktioner och förgiftningar orsakade av läkemedel som tillförts foster och nyfödd
p94,Muskeltonusrubbningar hos nyfödd
p940,Övergående neonatal myasthenia gravis
p941,Medfödd muskelhypertoni
p942,Medfödd muskelhypotoni
p948,Andra specificerade muskeltonusrubbningar hos nyfödd
p949,Icke specificerad muskeltonusrubbning hos nyfödd
p95,Fosterdöd av icke specificerad orsak
p959,Fosterdöd av icke specificerad orsak
p959a,"Dödfödd, graviditetslängd < 22 fullbordade veckor"
p959b,"Dödfödd, graviditetslängd 22-27 fullbordade veckor"
p959c,"Dödfödd, graviditetslängd  > 28 fullbordade veckor"
p959x,Dödfött barn (foster) UNS
p96,Andra tillstånd under den perinatala perioden
p960,Medfödd njursvikt
p961,Abstinenssymtom hos nyfödd på grund av bruk av tillvänjande droger hos modern
p962,Abstinenssymtom hos nyfödd efter användning av läkemedel i terapeutiskt syfte
p963,Breda suturer mellan skallben hos nyfödd
p964,Avbrytande av graviditeten
p965,Komplikationer till intrauterina ingrepp som ej klassificeras annorstädes
p968,Andra specificerade tillstånd under den perinatala perioden
p969,Icke specificerat tillstånd under den perinatala perioden
q00,Anencefali (avsaknad av hjärna) och liknande missbildningar
q000,Anencefali
q001,Craniorachischisis
q002,Iniencefali
q01,Encefalocele (hjärnbråck)
q010,Frontalt encefalocele
q011,Nasofrontalt encefalocele
q012,Occipitalt encefalocele
q018,Encefalocele med annan lokalisation
q019,"Encefalocele, ospecificerat"
q02,Mikrocefali (liten hjärna)
q029,Mikrocefali
q03,Medfödd hydrocefalus (vattenskalle)
q030,Missbildning av aquaeductus Sylvii
q031,Atresi av foramina Magendi och Luschkae
q038,Annan medfödd hydrocefalus
q039,"Medfödd hydrocefalus, ospecificerad"
q04,Andra medfödda missbildningar av hjärnan
q040,Medfödda missbildningar av corpus callosum
q040a,Corpus callosum agenesi
q040b,"Corpus callosum dåligt utvecklad, tunn struktur"
q040c,Dubbelcortex
q041,Arhinencefali
q042,Holoprosencefali
q043,Andra missbildningar i form av reducerad hjärnvävnad
q044,Septo-optisk dysplasi
q045,Megalencefali
q046,Medfödda cerebrala cystor
q048,Andra specificerade medfödda missbildningar i hjärnan
q049,"Medfödd missbildning av hjärnan, ospecificerad"
q05,Spina bifida (kluven ryggrad)
q050,Cervikal spina bifida med hydrocefalus
q051,Torakal spina bifida med hydrocefalus
q052,Lumbal spina bifida med hydrocefalus
q053,Sakral spina bifida med hydrocefalus
q054,Icke specificerad spina bifida med hydrocefalus
q055,Cervikal spina bifida utan hydrocefalus
q056,Torakal spina bifida utan hydrocefalus
q057,Lumbal spina bifida utan hydrocefalus
q058,Sakral spina bifida utan hydrocefalus
q059,"Spina bifida, ospecificerad"
q06,Andra medfödda missbildningar av ryggmärgen
q060,Amyeli
q061,Hypoplasi och dysplasi av ryggmärgen
q062,Diastematomyeli
q063,Andra medfödda missbildningar av cauda equina
q064,Hydromyeli
q068,Andra specificerade medfödda missbildningar av ryggmärgen
q069,"Medfödd missbildning av ryggmärgen, ospecificerad"
q07,Andra medfödda missbildningar i nervsystemet
q070,Arnold-Chiaris syndrom
q078,Andra specificerade medfödda missbildningar i nervsystemet
q079,"Medfödd missbildning i nervsystemet, ospecificerad"
q10,"Medfödda missbildningar av ögonlock, tårsäck och tårkanal samt ögonhåla"
q100,Medfödd ptos
q101,Medfött ektropion
q102,Medfött entropion
q103,Andra medfödda missbildningar av ögonlock
q104,Avsaknad av eller bristande utveckling av tårapparaten
q105,Medfödd stenos och striktur i tårkanal
q106,Andra medfödda missbildningar av tårapparaten
q107,Medfödd missbildning av orbita
q11,"Anoftalmos (avsaknad av öga), mikroftalmos (förminskat öga) och makroftalmos (förstorat öga)"
q110,Cystisk ögonglob
q111,Annan anoftalmos
q112,Mikroftalmos
q113,Makroftalmos
q12,Medfödd linsmissbildning
q120,Medfödd katarakt
q121,Medfödd linsdislokation
q122,Linskolobom
q123,Medfödd afaki
q124,Sfärofaki
q128,Andra specificerade medfödda linsmissbildningar
q129,"Medfödd linsmissbildning, ospecificerad"
q13,Medfödda missbildningar i ögats främre segment
q130,Iriskolobom
q131,Avsaknad av iris
q132,Andra specificerade medfödda missbildningar av iris
q133,Medfödd kornealgrumling
q134,Andra specificerade medfödda missbildningar av kornea
q135,Blå sklera
q138,Andra specificerade medfödda missbildningar i ögats främre segment
q139,"Medfödd missbildning i ögats främre segment, ospecificerad"
q14,Medfödda missbildningar i ögats bakre segment
q140,Medfödd missbildning av glaskroppen
q141,Medfödd missbildning av retina
q142,Medfödd missbildning av synnervspapillen
q143,Medfödd missbildning av korioidea
q148,Andra specificerade medfödda missbildningar i ögats bakre segment
q149,"Medfödd missbildning i ögats bakre segment, ospecificerad"
q15,Andra medfödda missbildningar av öga
q150,Medfött glaukom
q158,Andra specificerade medfödda missbildningar av öga
q159,"Medfödd missbildning av öga, ospecificerad"
q16,Medfödda missbildningar av öra som orsakar nedsatt hörsel
q160,Medfödd avsaknad av ytteröra
q161,"Medfödd avsaknad, atresi och striktur av yttre hörselgång"
q162,Avsaknad av örontrumpet
q163,Medfödd missbildning av hörselbenen
q164,Andra specificerade medfödda missbildningar av mellanörat
q165,Medfödda missbildningar av innerörat
q169,"Medfödd missbildning av öra som orsakar nedsatt hörsel, ospecificerad"
